hour,day_of_week,is_weekend,time_since_last,events_last_hour,avg_interval_last_hour,minutes_until_next
8,6,1,25.716666666666665,2.0,193.19166666666666,0.31666666666666665
8,6,1,0.31666666666666665,3.0,128.9,0.3333333333333333
8,6,1,0.3333333333333333,4.0,96.75833333333334,0.31666666666666665
8,6,1,0.31666666666666665,5.0,77.47,1.15
8,6,1,1.15,6.0,64.75,0.4166666666666667
8,6,1,0.4166666666666667,7.0,55.55952380952381,0.5333333333333333
8,6,1,0.5333333333333333,8.0,48.681250000000006,2.7
8,6,1,2.7,9.0,43.57222222222222,0.8666666666666667
8,6,1,0.8666666666666667,10.0,39.30166666666667,1.1166666666666667
8,6,1,1.1166666666666667,11.0,35.83030303030303,0.3333333333333333
8,6,1,0.3333333333333333,12.0,32.87222222222223,3.216666666666667
8,6,1,3.216666666666667,13.0,30.59102564102564,0.6166666666666667
8,6,1,0.6166666666666667,14.0,28.45,0.3333333333333333
8,6,1,0.3333333333333333,15.0,26.575555555555557,0.7833333333333333
8,6,1,0.7833333333333333,16.0,24.963541666666668,0.45
8,6,1,0.45,17.0,23.521568627450982,0.31666666666666665
8,6,1,0.31666666666666665,18.0,22.232407407407408,0.6333333333333333
8,6,1,0.6333333333333333,19.0,21.09561403508772,0.9166666666666666
8,6,1,0.9166666666666666,20.0,20.086666666666666,13.7
9,6,1,13.7,21.0,19.78253968253968,2.0
9,6,1,2.0,22.0,18.974242424242423,0.31666666666666665
9,6,1,0.31666666666666665,23.0,18.16304347826087,0.31666666666666665
9,6,1,0.31666666666666665,24.0,17.419444444444444,0.6
9,6,1,0.6,25.0,16.746666666666666,0.6
9,6,1,0.6,26.0,16.125641025641027,0.48333333333333334
9,6,1,0.48333333333333334,27.0,15.546296296296296,0.3333333333333333
9,6,1,0.3333333333333333,28.0,15.002976190476192,0.65
9,6,1,0.65,28.0,2.145238095238095,0.35
9,6,1,0.35,29.0,2.083333333333333,0.38333333333333336
9,6,1,0.38333333333333336,30.0,2.0266666666666664,2.183333333333333
9,6,1,2.183333333333333,31.0,2.031720430107527,1.2166666666666666
9,6,1,1.2166666666666666,32.0,2.00625,0.48333333333333334
9,6,1,0.48333333333333334,33.0,1.9601010101010101,0.7666666666666667
9,6,1,0.7666666666666667,34.0,1.925,72.85
10,6,1,72.85,1.0,72.85,0.3333333333333333
10,6,1,0.3333333333333333,2.0,36.59166666666666,0.31666666666666665
10,6,1,0.31666666666666665,3.0,24.5,0.3333333333333333
10,6,1,0.3333333333333333,4.0,18.458333333333332,1.1333333333333333
10,6,1,1.1333333333333333,5.0,14.99333333333333,0.4
10,6,1,0.4,6.0,12.56111111111111,0.4666666666666667
10,6,1,0.4666666666666667,7.0,10.833333333333332,1.5166666666666666
10,6,1,1.5166666666666666,8.0,9.66875,0.4166666666666667
10,6,1,0.4166666666666667,9.0,8.64074074074074,0.31666666666666665
10,6,1,0.31666666666666665,10.0,7.808333333333333,0.55
10,6,1,0.55,11.0,7.1484848484848476,0.7
10,6,1,0.7,12.0,6.611111111111111,0.31666666666666665
10,6,1,0.31666666666666665,13.0,6.1269230769230765,69.18333333333334
11,6,1,69.18333333333334,1.0,69.18333333333334,13.2
11,6,1,13.2,2.0,41.19166666666667,0.31666666666666665
11,6,1,0.31666666666666665,3.0,27.566666666666666,15.866666666666667
12,6,1,15.866666666666667,4.0,24.641666666666666,0.8833333333333333
12,6,1,0.8833333333333333,5.0,19.89,0.31666666666666665
12,6,1,0.31666666666666665,6.0,16.627777777777776,0.6
12,6,1,0.6,7.0,14.338095238095239,1.45
12,6,1,1.45,8.0,12.727083333333333,1.1
12,6,1,1.1,9.0,11.435185185185185,5.9
12,6,1,5.9,10.0,10.881666666666666,2.2
12,6,1,2.2,11.0,10.092424242424242,0.36666666666666664
12,6,1,0.36666666666666664,12.0,9.281944444444445,1.7
12,6,1,1.7,13.0,8.698717948717949,0.35
12,6,1,0.35,14.0,8.102380952380953,1.7166666666666666
12,6,1,1.7166666666666666,15.0,7.676666666666667,0.8
12,6,1,0.8,16.0,7.246875,0.5833333333333334
12,6,1,0.5833333333333334,17.0,6.854901960784313,0.9
12,6,1,0.9,18.0,6.524074074074075,6.116666666666666
12,6,1,6.116666666666666,19.0,6.502631578947368,0.31666666666666665
12,6,1,0.31666666666666665,20.0,6.193333333333333,0.5666666666666667
12,6,1,0.5666666666666667,21.0,5.925396825396826,0.35
12,6,1,0.35,22.0,5.671969696969697,0.31666666666666665
12,6,1,0.31666666666666665,23.0,5.4391304347826095,3.1333333333333333
12,6,1,3.1333333333333333,24.0,5.343055555555556,84.28333333333333
14,6,1,84.28333333333333,1.0,84.28333333333333,2.6666666666666665
14,6,1,2.6666666666666665,2.0,43.475,0.8
14,6,1,0.8,3.0,29.25,0.5666666666666667
14,6,1,0.5666666666666667,4.0,22.079166666666666,0.38333333333333336
14,6,1,0.38333333333333336,5.0,17.740000000000002,0.6166666666666667
14,6,1,0.6166666666666667,6.0,14.886111111111111,0.31666666666666665
14,6,1,0.31666666666666665,7.0,12.804761904761904,0.7833333333333333
14,6,1,0.7833333333333333,8.0,11.302083333333334,1.6333333333333333
14,6,1,1.6333333333333333,9.0,10.227777777777778,0.5833333333333334
14,6,1,0.5833333333333334,10.0,9.263333333333332,0.3
14,6,1,0.3,11.0,8.44848484848485,0.3333333333333333
14,6,1,0.3333333333333333,12.0,7.772222222222222,0.48333333333333334
14,6,1,0.48333333333333334,13.0,7.211538461538462,0.4
14,6,1,0.4,14.0,6.725,0.35
14,6,1,0.35,15.0,6.3,0.4
14,6,1,0.4,16.0,5.9312499999999995,0.31666666666666665
14,6,1,0.31666666666666665,17.0,5.600980392156863,0.31666666666666665
14,6,1,0.31666666666666665,18.0,5.307407407407407,0.4666666666666667
14,6,1,0.4666666666666667,19.0,5.052631578947368,0.4
